player,country,games,win_rate,kda,avg_kills,avg_deaths,avg_assists,csm,gpm,kp%,dmg%,dpm,vspm,avg_wpm,avg_wcpm,avg_vwpm,gd@15,csd@15,xpd@15,fb_%,fb_victim,penta_kills,solo_kills
Nille,FI,6,0.833,9.8,3.7,1.0,6.2,8.3,434,0.493,22.5,567,0.88,0.46,0.1,0.18,790,16,678,0.5,0.0,0,3
Noah,KR,6,0.667,4.6,4.7,2.3,6.2,9.8,454,0.691,33.0,946,0.89,0.39,0.23,0.11,-546,3,181,0.33299999999999996,0.16699999999999998,0,0
Nomi,NO,5,0.6,10.4,8.8,1.4,5.8,8.7,473,0.693,28.2,866,0.75,0.26,0.26,0.0,979,2,103,0.2,0.0,0,2
Noway,DE,6,0.833,4.8,4.2,2.8,9.5,8.5,420,0.5489999999999999,26.4,886,0.83,0.41,0.09,0.14,52,9,195,0.0,0.0,0,0
Nsurr,FR,6,0.5,2.6,1.3,6.0,14.5,1.1,255,0.799,6.5,192,3.1,1.51,0.41,0.4,-236,1,-27,0.16699999999999998,0.0,0,0
NuQ,TR,5,0.4,1.6,2.6,4.0,3.8,7.2,368,0.359,20.8,595,1.0,0.42,0.15,0.14,-184,-10,-263,0.0,0.0,0,0
Nyx,ES,6,0.667,5.3,3.8,2.7,10.2,6.5,386,0.677,17.0,514,1.47,0.28,0.41,0.25,144,10,169,0.33299999999999996,0.0,0,0
OMON,CZ,4,0.75,5.2,5.8,2.5,7.3,8.9,438,0.621,23.8,682,1.19,0.32,0.33,0.11,-97,3,141,0.0,0.0,0,1
ON,CN,6,1.0,6.5,0.3,2.0,12.7,1.2,276,0.73,7.5,204,4.02,1.93,0.58,0.59,159,0,0,0.0,0.0,0,0
Obstinatus,PT,8,0.5,2.8,0.5,4.0,10.9,1.0,239,0.6859999999999999,6.2,188,3.41,1.64,0.38,0.45,138,-4,-112,0.125,0.125,0,0
Oddielan,PE,2,0.0,0.9,0.5,4.5,3.5,5.9,304,0.485,10.5,199,1.04,0.33,0.19,0.25,-326,-13,-248,0.0,0.0,0,0
Oner,KR,10,0.7,4.8,4.2,2.2,6.3,6.9,393,0.711,19.4,533,1.5,0.31,0.38,0.24,62,5,169,0.5,0.0,0,1
Ophelia,KR,5,0.2,2.4,2.6,2.8,4.0,8.4,383,0.642,25.9,677,1.14,0.43,0.29,0.17,-344,-4,-166,0.0,0.0,0,0
Oscarinin,ES,6,0.833,3.2,2.5,2.5,5.5,8.2,408,0.564,22.0,640,0.78,0.29,0.14,0.07,294,2,111,0.16699999999999998,0.16699999999999998,0,1
Osman123,TR,5,0.8,3.8,4.2,3.4,8.6,6.1,367,0.6659999999999999,13.7,407,1.75,0.4,0.38,0.38,220,2,94,0.6,0.2,0,1
PRIDE,CH,6,0.667,3.0,3.8,3.5,6.5,7.7,402,0.44799999999999995,24.8,849,0.91,0.39,0.09,0.17,508,8,268,0.0,0.0,0,8
Paduck,KR,8,1.0,9.1,7.0,1.8,8.9,8.9,463,0.71,25.5,834,1.44,0.48,0.37,0.2,22,2,490,0.375,0.0,0,6
Paixdia,TR,5,0.4,2.4,0.6,5.2,12.0,1.0,242,0.8009999999999999,6.7,169,3.54,1.85,0.45,0.6,-28,3,51,0.8,0.0,0,0
Palafox,US,2,0.0,2.0,2.5,2.5,2.5,8.2,372,0.6890000000000001,26.3,518,1.22,0.44,0.24,0.14,-633,-11,-581,0.5,0.0,0,0
Pallet,GR,7,0.429,1.9,1.7,4.4,6.6,5.2,314,0.598,11.3,326,1.54,0.32,0.36,0.28,-397,-9,-489,0.14300000000000002,0.14300000000000002,0,0
PapiTeero,PT,7,0.429,2.8,3.6,3.7,6.7,7.4,377,0.662,25.0,726,0.73,0.23,0.11,0.08,350,-4,258,0.28600000000000003,0.0,0,4
Parus,TR,6,0.33299999999999996,2.6,1.3,4.0,9.0,1.0,237,0.825,6.1,159,3.69,1.79,0.47,0.51,-105,1,-118,0.33299999999999996,0.33299999999999996,0,0
Patch,KR,5,0.4,4.1,1.4,3.4,12.4,1.0,262,0.8240000000000001,6.9,200,3.24,1.64,0.37,0.51,257,-1,151,0.6,0.4,0,1
PatkicaA,RS,6,0.667,3.8,2.0,2.8,8.7,6.6,353,0.537,20.2,518,0.87,0.31,0.16,0.11,-88,-8,-232,0.0,0.33299999999999996,0,1
Patrik,CZ,6,0.16699999999999998,2.3,3.8,4.0,5.2,8.4,396,0.7440000000000001,27.1,540,1.12,0.41,0.28,0.13,-173,-7,-409,0.33299999999999996,0.0,0,2
Peanut,KR,11,0.636,4.6,2.2,2.3,8.3,6.1,354,0.6779999999999999,15.6,403,1.55,0.33,0.43,0.26,-170,-5,-175,0.364,0.0,0,3
Peppe,GR,3,1.0,22.5,4.0,0.7,11.0,9.7,476,0.7440000000000001,27.7,841,1.07,0.45,0.18,0.25,570,12,-65,0.33299999999999996,0.0,0,0
PerfecT,KR,13,0.5379999999999999,3.1,2.3,2.3,4.8,7.9,374,0.473,20.8,518,1.05,0.46,0.17,0.24,-195,0,-4,0.077,0.154,0,1
Perkz,HR,7,0.5710000000000001,3.9,4.3,2.3,4.6,8.2,408,0.5660000000000001,29.3,818,0.93,0.46,0.1,0.13,251,13,-30,0.0,0.28600000000000003,0,2
Peter,KR,8,1.0,6.9,1.1,2.5,16.1,1.0,276,0.777,6.8,204,3.58,1.7,0.47,0.55,192,0,-36,0.5,0.0,0,0
Petoska,FI,7,0.0,1.3,2.4,3.9,2.6,7.4,389,0.434,24.0,595,0.71,0.31,0.12,0.02,160,4,-41,0.429,0.0,0,5
Peyz,KR,8,0.75,8.7,5.8,1.4,6.3,10.4,493,0.752,29.2,872,1.27,0.41,0.36,0.13,473,0,0,0.0,0.0,0,0
Phantasm,DE,3,0.667,3.3,6.3,3.3,4.7,7.9,401,0.523,27.0,745,1.0,0.39,0.21,0.07,186,-6,428,0.0,0.0,0,1
Photic,CN,7,0.14300000000000002,1.8,2.7,3.4,3.3,8.4,389,0.5920000000000001,30.7,697,1.08,0.37,0.32,0.06,-670,0,0,0.0,0.0,0,0
Photon,KR,5,0.4,3.5,3.2,2.2,4.4,7.4,363,0.489,14.5,360,1.01,0.24,0.27,0.09,-13,1,47,0.4,0.0,0,0
Piero,KR,4,0.25,4.4,1.3,3.5,14.0,0.8,249,0.868,5.5,153,3.8,1.99,0.42,0.43,246,3,-42,0.75,0.25,0,1
Piwek,PL,4,0.0,1.1,1.3,4.5,3.5,8.6,362,0.7609999999999999,21.3,459,1.04,0.37,0.32,0.18,-789,-8,-516,0.25,0.0,0,0
Pleata,KR,8,1.0,6.9,0.9,2.1,13.8,1.3,274,0.754,7.3,215,4.03,2.06,0.6,0.54,152,4,205,0.375,0.125,0,0
Poby,KR,9,0.667,3.9,2.4,2.1,5.9,9.8,441,0.623,25.5,649,0.97,0.42,0.2,0.17,167,4,221,0.0,0.111,0,1
Pollu,KR,9,0.33299999999999996,2.8,0.1,4.3,12.2,0.9,234,0.815,6.3,164,3.57,2.02,0.38,0.61,-93,-3,-193,0.444,0.111,0,0
Potent,FR,6,0.5,1.4,2.7,5.7,5.2,7.5,379,0.491,20.3,527,0.76,0.33,0.11,0.11,252,12,161,0.33299999999999996,0.0,0,7
PowerOfEvil,DE,6,0.667,10.4,4.7,1.2,7.5,9.5,458,0.617,25.0,823,0.94,0.41,0.17,0.11,234,17,709,0.0,0.16699999999999998,0,2
Ppgod,CN,4,0.75,4.5,0.8,2.8,11.5,1.0,254,0.7559999999999999,6.4,152,3.28,1.76,0.38,0.53,84,0,0,0.0,0.0,0,0
Prime,FR,4,0.5,2.0,0.0,4.8,9.5,1.1,231,0.642,6.9,175,3.68,1.85,0.4,0.62,-51,-2,-179,0.25,0.0,0,0
ProDelta,BR,3,0.667,4.5,0.3,2.7,11.7,1.2,255,0.718,6.6,148,3.9,1.86,0.49,0.51,30,0,-329,0.667,0.0,0,0
Pungyeon,KR,12,0.583,4.1,4.5,3.0,7.8,9.1,442,0.716,28.7,865,1.11,0.47,0.23,0.27,98,2,33,0.083,0.083,0,2
Pyeonsik,KR,10,0.3,2.9,3.9,3.0,4.8,8.5,398,0.585,26.6,685,1.02,0.45,0.26,0.19,-218,-6,-874,0.1,0.3,0,0
Pyosik,KR,13,0.308,3.1,1.5,2.7,6.9,6.0,325,0.765,14.0,350,1.36,0.38,0.3,0.34,-506,-14,-590,0.308,0.154,0,1
Pyrka,PL,9,0.667,8.4,0.8,1.8,14.2,1.1,260,0.805,5.7,167,3.6,1.76,0.44,0.44,18,2,323,0.33299999999999996,0.0,0,0
Quad,KR,2,1.0,26.0,5.5,0.5,7.5,8.9,493,0.721,24.8,685,1.02,0.53,0.21,0.23,633,11,581,0.5,0.0,0,0
Quantum,KR,9,0.778,3.8,1.1,4.0,14.1,1.2,275,0.753,8.9,268,3.49,1.6,0.5,0.46,276,1,310,0.222,0.0,0,0
Quid,KR,2,1.0,22.0,4.0,0.5,7.0,8.7,433,0.619,24.2,666,0.97,0.39,0.29,0.22,576,8,688,0.5,0.0,0,2
REAVER,GR,7,1.0,4.7,1.9,3.9,16.1,0.9,286,0.713,7.6,229,2.84,1.42,0.27,0.41,147,3,-306,0.28600000000000003,0.14300000000000002,0,1
RKR,DE,6,0.0,0.8,0.5,3.5,2.3,8.2,339,0.444,23.9,490,0.9,0.41,0.15,0.2,-504,-7,-194,0.33299999999999996,0.0,0,0
Rabble,NL,3,0.33299999999999996,6.7,3.7,2.3,12.0,6.6,365,0.863,14.3,408,1.88,0.27,0.5,0.22,490,1,111,0.33299999999999996,0.0,0,1
Rafitta,ES,7,0.429,5.6,5.6,2.0,5.7,8.8,445,0.6809999999999999,29.7,799,0.95,0.37,0.21,0.12,-41,-6,-193,0.28600000000000003,0.0,0,0
Ragnarr,HU,1,1.0,4.0,4.0,3.0,8.0,8.1,455,0.545,20.6,561,0.86,0.5,0.14,0.14,569,-6,-782,1.0,0.0,0,0
Ragner,TR,4,0.75,6.5,2.3,1.5,7.5,6.9,351,0.568,17.7,508,0.83,0.45,0.13,0.17,-254,-14,97,0.0,0.25,0,4
Rahel,KR,6,0.0,1.3,2.2,3.0,1.8,9.2,398,0.6,28.6,601,0.86,0.37,0.21,0.14,93,5,126,0.16699999999999998,0.0,0,3
Ralf,GR,1,0.0,2.0,6.0,6.0,6.0,8.7,442,0.706,24.8,673,0.72,0.36,0.06,0.09,-418,-9,-895,1.0,0.0,0,0
Rames,TR,4,0.25,2.4,2.0,2.8,4.5,6.5,342,0.708,12.5,313,1.43,0.26,0.37,0.24,-111,0,116,0.0,0.75,0,0
Random,CZ,3,0.33299999999999996,2.5,4.7,4.0,5.3,8.1,409,0.552,24.9,706,0.9,0.21,0.2,0.12,148,0,49,0.0,0.33299999999999996,0,0
Raptor,KR,11,0.273,2.0,2.5,4.0,5.4,5.5,328,0.63,16.0,429,1.38,0.33,0.29,0.27,-624,-17,-620,0.182,0.0,0,0
RayFarky,JP,7,0.28600000000000003,3.7,2.7,2.7,7.3,7.1,363,0.6559999999999999,18.8,483,0.91,0.3,0.16,0.16,-261,-13,-248,0.0,0.0,0,1
Rayito,ES,9,0.667,3.9,4.8,2.6,5.2,8.9,425,0.5670000000000001,26.5,702,0.76,0.35,0.19,0.11,-600,-7,-194,0.111,0.111,0,1
Razork,ES,6,0.833,5.7,2.2,2.2,10.2,5.7,348,0.835,13.1,387,1.49,0.19,0.38,0.17,141,13,326,0.33299999999999996,0.16699999999999998,0,0
Rekkles,SE,6,1.0,18.0,1.0,0.8,14.0,1.4,317,0.84,9.1,235,3.27,1.57,0.41,0.42,718,7,1143,0.5,0.0,0,0
Relative,DE,6,0.5,7.6,4.7,1.3,5.5,8.6,433,0.733,26.9,651,0.9,0.25,0.21,0.17,-185,-5,-54,0.16699999999999998,0.0,0,2
Rest,TW,2,0.5,3.0,3.0,1.5,1.5,7.7,379,0.39399999999999996,20.9,522,1.13,0.51,0.14,0.07,167,-2,1197,0.0,0.0,0,2
Rexat,DE,1,0.0,0.8,0.0,5.0,4.0,1.3,228,1.0,14.3,181,2.81,1.13,0.56,0.19,-474,2,694,0.0,0.0,0,0
Rhilech,TR,4,0.75,4.1,2.8,3.5,11.8,5.9,371,0.677,14.9,444,1.47,0.29,0.37,0.29,-37,-8,-426,0.75,0.0,0,1
Rich,KR,13,0.462,2.0,2.1,3.1,4.2,7.0,350,0.552,21.8,518,0.97,0.37,0.18,0.08,-323,-10,-348,0.077,0.077,0,3
Rin,DZ,9,0.778,6.9,4.8,1.6,6.0,10.0,481,0.722,30.2,812,1.16,0.45,0.31,0.11,585,16,463,0.444,0.33299999999999996,0,0
River,KR,2,1.0,4.4,1.5,2.5,9.5,6.9,372,0.607,16.3,440,1.68,0.37,0.34,0.37,-76,2,50,0.0,0.5,0,0
Robo,BR,3,0.33299999999999996,2.5,3.0,3.3,5.3,7.3,371,0.7070000000000001,22.0,478,1.0,0.37,0.23,0.2,-114,-6,-195,0.0,0.33299999999999996,0,1
Rocklho,DE,6,0.5,3.9,1.8,2.2,6.7,6.5,334,0.606,18.3,427,0.72,0.38,0.09,0.06,-796,-26,-168,0.16699999999999998,0.33299999999999996,0,2
Ronaldo,RO,8,0.5,3.5,3.4,3.0,7.3,8.2,399,0.631,25.6,753,0.97,0.39,0.13,0.17,297,6,242,0.375,0.0,0,3
RooKie,KR,8,0.5,4.2,3.4,2.4,6.5,8.7,408,0.726,26.4,687,1.18,0.46,0.27,0.22,165,0,0,0.0,0.0,0,0
Rooster,KR,10,0.3,3.4,3.6,3.2,7.4,7.3,370,0.674,19.8,543,0.7,0.31,0.08,0.11,-111,5,30,0.2,0.2,0,5
Roshan,NL,2,0.0,0.8,1.0,4.5,2.5,4.8,277,0.35,17.4,354,1.11,0.26,0.26,0.29,-1757,-20,-1320,0.0,0.5,0,0
Rosielove,CN,7,0.14300000000000002,1.9,0.4,4.1,7.3,1.1,240,0.722,10.5,224,3.47,1.71,0.46,0.56,-243,0,0,0.0,0.0,0,0
Route,KR,3,0.33299999999999996,4.8,4.3,2.0,5.3,8.5,392,0.769,26.9,597,1.01,0.44,0.23,0.12,-457,5,-237,0.0,0.0,0,0
Ruep,TR,5,0.8,6.5,7.4,2.2,6.8,8.3,456,0.755,31.2,924,1.22,0.4,0.32,0.17,44,-2,-34,0.4,0.0,0,1
Ruler,KR,8,0.75,5.6,5.3,2.1,6.6,9.2,474,0.708,27.7,843,1.25,0.42,0.36,0.17,408,8,253,0.375,0.0,0,1
RustySniper,SE,6,0.16699999999999998,1.9,3.5,4.0,4.2,7.8,376,0.738,33.1,800,0.9,0.28,0.28,0.07,-664,-8,-446,0.0,0.0,0,2
Rutzou,DK,4,0.0,1.3,1.3,3.8,3.8,1.3,220,0.49200000000000005,11.3,269,2.44,1.16,0.28,0.26,-144,6,50,0.25,0.0,0,0
SHREDDER,IT,3,1.0,9.0,0.0,1.3,12.0,1.3,289,0.764,7.9,209,2.9,1.27,0.32,0.31,572,4,-19,0.33299999999999996,0.33299999999999996,0,0
Saber,CN,7,0.14300000000000002,1.7,2.1,3.7,4.1,8.0,373,0.5920000000000001,23.2,490,1.22,0.4,0.27,0.25,-783,0,0,0.0,0.0,0,0
Sacre,HR,6,0.5,2.8,3.8,3.5,6.0,7.1,375,0.626,25.8,700,1.15,0.48,0.17,0.12,-343,-9,-296,0.16699999999999998,0.16699999999999998,0,1
Saint,KR,2,0.0,2.0,2.0,3.0,4.0,8.4,362,0.7879999999999999,31.4,593,1.13,0.34,0.28,0.16,-255,-6,-257,0.0,0.0,0,0
Sajator,CZ,9,0.778,4.7,3.4,2.2,7.0,8.2,416,0.688,26.8,739,0.89,0.46,0.19,0.2,136,1,-221,0.0,0.0,0,2
Sala,IT,3,0.0,1.4,2.0,2.7,1.7,7.1,337,0.667,15.6,282,0.62,0.36,0.04,0.05,-539,1,-372,0.0,0.0,0,4
Santorin,DK,6,0.833,8.8,5.3,1.8,10.8,6.8,418,0.725,16.3,539,1.36,0.27,0.35,0.19,428,6,378,0.16699999999999998,0.0,0,3
Satan,GR,7,0.857,4.8,3.1,2.3,7.7,7.1,375,0.5720000000000001,20.9,610,0.52,0.24,0.1,0.04,110,3,318,0.0,0.14300000000000002,0,2
Sayn,DZ,6,0.667,6.5,5.3,2.2,8.7,8.5,420,0.6990000000000001,32.3,895,0.84,0.43,0.12,0.13,360,-4,-8,0.33299999999999996,0.16699999999999998,0,2
ScaryJerry,US,2,0.0,1.8,0.5,2.0,3.0,9.4,370,0.28300000000000003,16.9,440,0.83,0.41,0.27,0.19,-620,-6,-316,0.0,0.0,0,1
Scorth,TR,5,0.4,4.9,5.6,2.2,5.2,9.5,428,0.728,29.6,755,0.71,0.33,0.2,0.08,-187,-8,-363,0.4,0.0,0,0
Scout,KR,8,0.75,9.1,3.6,1.3,7.8,8.9,429,0.71,25.9,763,0.93,0.31,0.18,0.14,261,0,0,0.0,0.0,0,0
SeTab,KR,8,0.75,5.0,3.6,2.3,7.6,8.2,424,0.6659999999999999,26.6,742,1.19,0.39,0.28,0.24,322,0,0,0.0,0.0,0,0
Seal,NL,6,0.33299999999999996,2.9,0.8,3.7,9.7,1.0,244,0.802,8.3,188,3.31,1.84,0.36,0.59,-38,1,57,0.5,0.33299999999999996,0,0
Seaz,AT,2,0.0,1.8,1.5,2.0,2.0,1.2,234,0.536,9.3,174,3.01,1.85,0.19,0.44,380,6,716,0.0,0.0,0,0
Selenex,ES,9,0.111,1.5,1.1,2.7,2.8,7.3,323,0.42200000000000004,19.7,490,0.95,0.46,0.09,0.2,-778,-8,-284,0.444,0.111,0,3
Send0o,ES,6,0.5,2.5,3.0,4.0,7.0,6.6,353,0.452,21.5,623,0.97,0.27,0.2,0.09,-863,-16,-480,0.16699999999999998,0.0,0,2
Serin,TR,4,0.75,7.7,5.0,1.5,6.5,9.1,452,0.6779999999999999,29.4,833,1.11,0.47,0.24,0.22,393,4,5,0.0,0.0,0,1
Sertuss,DE,4,0.5,5.4,3.8,1.8,5.8,9.0,424,0.639,21.9,557,1.22,0.53,0.26,0.18,380,-1,279,0.0,0.0,0,0
Shanks,CN,7,0.857,5.6,6.6,2.7,8.7,8.1,437,0.675,23.6,677,0.82,0.21,0.2,0.07,160,0,0,0.0,0.0,0,0
Shaoye,CN,6,0.5,2.8,4.2,4.2,7.5,8.7,422,0.637,25.9,710,1.12,0.43,0.27,0.13,134,0,0,0.0,0.0,0,0
Sharvel,KR,10,0.2,2.4,1.9,3.6,6.8,6.3,330,0.787,18.5,479,1.42,0.35,0.35,0.28,-186,1,36,0.6,0.0,0,1
Shelfmade,DE,5,0.8,7.0,3.4,1.0,3.6,7.7,410,0.457,21.1,587,0.85,0.4,0.11,0.12,650,21,254,0.4,0.0,0,3
Sheo,FR,6,0.33299999999999996,2.7,1.0,2.8,6.7,6.0,328,0.757,15.0,371,1.16,0.27,0.25,0.21,105,-2,88,0.16699999999999998,0.16699999999999998,0,0
Shiganari,LV,6,0.667,6.9,5.8,2.0,8.0,8.7,448,0.7609999999999999,25.4,722,0.92,0.33,0.24,0.09,482,3,250,0.0,0.0,0,0
Shlatan,PL,4,0.0,1.0,1.3,5.0,3.5,6.0,316,0.7440000000000001,19.6,400,1.06,0.3,0.13,0.26,-830,7,118,0.0,0.25,0,0
Shogun,VN,7,0.7140000000000001,12.4,4.9,1.0,7.6,10.1,468,0.7170000000000001,30.1,955,1.29,0.45,0.38,0.13,-65,2,535,0.28600000000000003,0.0,0,2
ShowMaker,KR,11,0.727,9.6,4.5,1.3,7.7,8.1,407,0.733,25.3,701,1.16,0.45,0.23,0.22,89,0,21,0.182,0.0,0,3
Shy Carry,RS,9,0.667,7.1,4.2,1.9,9.2,8.7,430,0.7959999999999999,28.9,821,1.24,0.38,0.37,0.17,-180,-4,-302,0.222,0.111,0,3
Simpli,FI,2,0.0,0.9,1.0,4.0,2.5,7.7,332,0.5479999999999999,18.7,347,0.85,0.31,0.1,0.22,-461,-18,-45,0.5,0.5,0,1
Sinmivak,PL,9,0.444,3.8,2.0,1.9,5.1,8.0,380,0.5670000000000001,25.3,568,0.84,0.37,0.13,0.11,127,-2,-382,0.111,0.33299999999999996,0,2
Siuloong,VN,7,0.7140000000000001,3.0,2.1,3.6,8.7,1.0,262,0.664,6.7,204,4.13,2.1,0.54,0.51,21,-3,-200,0.28600000000000003,0.28600000000000003,0,0
Siwoo,KR,11,0.727,3.8,2.5,2.5,6.8,7.4,371,0.532,20.9,597,0.89,0.31,0.17,0.12,-164,-8,-452,0.091,0.455,0,1
Six10,SE,6,0.5,3.1,4.3,2.5,3.5,9.4,449,0.625,27.2,864,0.87,0.25,0.2,0.15,468,8,234,0.5,0.0,0,1
Skeanz,FR,5,0.8,12.8,2.6,1.2,12.8,6.0,367,0.708,14.1,447,1.21,0.28,0.23,0.25,-70,1,252,0.0,0.2,0,1
SkewMond,FR,6,0.5,4.2,2.2,2.3,7.7,6.9,361,0.708,19.1,451,1.39,0.29,0.3,0.23,295,15,743,0.0,0.0,0,0
Slayder,VN,5,0.6,4.5,3.4,2.2,6.4,9.5,424,0.6729999999999999,22.9,482,0.81,0.28,0.23,0.07,-174,6,3,0.2,0.0,0,0
Slayer,KR,10,0.7,4.4,5.7,3.1,7.9,9.1,448,0.648,27.7,893,0.84,0.31,0.24,0.07,372,8,383,0.3,0.3,0,2
Sleyer,FR,6,0.16699999999999998,1.1,1.3,4.0,3.0,7.7,354,0.42700000000000005,24.3,556,0.81,0.36,0.14,0.1,-675,-11,-327,0.0,0.0,0,0
SlowQ,KR,4,0.25,4.1,5.0,3.0,7.3,9.2,433,0.677,28.3,816,1.4,0.48,0.38,0.15,300,8,262,0.5,0.0,0,1
Smarty,CZ,9,0.111,1.4,0.7,5.1,6.4,1.0,229,0.732,8.9,211,2.98,1.4,0.39,0.4,-91,2,77,0.444,0.222,0,0
Smash,KR,14,0.7140000000000001,5.0,4.1,1.9,5.2,9.8,460,0.675,26.3,689,1.32,0.39,0.42,0.13,787,12,81,0.5710000000000001,0.14300000000000002,0,2
Smurfe,NO,6,0.5,2.2,3.0,3.3,4.2,7.8,373,0.6809999999999999,18.4,571,0.96,0.36,0.13,0.14,641,22,-28,0.0,0.0,0,3
Sn1lle,SE,9,0.667,4.4,2.8,2.6,8.6,5.6,352,0.685,13.9,378,1.37,0.31,0.31,0.25,112,-2,-27,0.222,0.111,0,0
Snake,FR,1,0.0,0.1,0.0,8.0,1.0,1.4,205,1.0,3.3,45,3.07,1.52,0.49,0.57,-243,6,-932,0.0,1.0,0,0
Snaker,AR,3,0.667,4.0,3.7,2.0,4.3,9.3,432,0.5,24.5,645,0.99,0.44,0.22,0.16,302,-3,257,0.0,0.0,0,0
Sniper,US,2,1.0,3.3,3.5,3.0,6.5,6.8,377,0.5479999999999999,20.9,567,0.92,0.37,0.15,0.08,-977,-16,-272,0.0,0.0,0,1
Soboro,KR,10,0.7,4.2,4.2,2.9,7.9,6.6,373,0.674,24.1,682,0.76,0.36,0.1,0.08,60,1,-250,0.2,0.2,0,4
Soldier,FR,6,0.833,20.5,6.2,0.7,7.5,9.2,470,0.7240000000000001,23.1,574,0.91,0.33,0.22,0.15,1120,24,501,0.16699999999999998,0.0,0,0
Sotsy,FR,7,0.429,2.4,2.3,3.7,6.7,6.5,341,0.537,16.7,448,0.9,0.35,0.15,0.06,-69,-3,131,0.28600000000000003,0.28600000000000003,0,0
Sparz,TR,7,0.5710000000000001,3.2,1.1,3.9,11.3,0.8,244,0.645,8.5,223,2.84,1.49,0.25,0.37,61,0,152,0.28600000000000003,0.14300000000000002,0,0
Sponge,KR,13,0.462,2.6,3.3,3.2,5.0,6.5,362,0.759,18.9,447,1.54,0.31,0.35,0.27,349,7,218,0.231,0.0,0,0
Spooder,SE,9,0.556,3.5,2.7,2.2,5.1,7.2,366,0.49700000000000005,20.7,540,0.98,0.45,0.15,0.17,160,8,339,0.111,0.111,0,1
Spooky,BG,6,0.833,7.9,3.5,2.0,12.3,6.0,399,0.8079999999999999,17.8,461,1.31,0.25,0.33,0.14,565,-2,27,0.667,0.0,0,0
Srtty,AU,2,0.0,1.7,5.5,3.5,0.5,7.5,394,0.75,29.7,809,0.9,0.36,0.13,0.15,-522,-12,-1166,0.0,0.0,0,0
Starlit,KR,8,0.0,1.2,2.8,5.1,3.6,8.2,379,0.747,29.4,663,1.06,0.4,0.25,0.29,-298,-7,-307,0.25,0.0,0,1
Starry,CN,8,0.25,2.5,3.0,3.3,5.3,8.8,406,0.701,25.6,642,0.91,0.35,0.23,0.13,-330,0,0,0.0,0.0,0,0
Steeelback,FR,6,0.833,7.8,0.5,1.8,13.8,0.9,269,0.7509999999999999,6.5,160,3.09,1.62,0.28,0.52,69,-18,-396,0.33299999999999996,0.16699999999999998,0,0
Stefan,RS,5,0.2,1.8,2.0,4.0,5.0,5.7,324,0.675,14.6,372,1.46,0.25,0.36,0.2,-316,-6,-147,0.4,0.4,0,1
Steller,VN,1,1.0,1.6,1.0,5.0,7.0,8.1,353,0.5710000000000001,20.6,563,1.47,0.58,0.27,0.2,-937,-17,-1228,0.0,0.0,0,0
Stend,FR,6,0.33299999999999996,2.2,0.5,3.3,6.8,1.0,234,0.706,6.0,140,3.89,1.83,0.54,0.49,-37,1,79,0.16699999999999998,0.0,0,0
Stormax,FR,4,0.25,3.1,2.3,4.0,10.0,5.4,313,0.883,14.2,405,1.59,0.33,0.4,0.3,-156,-3,-440,0.5,0.0,0,0
Strava,IT,3,0.33299999999999996,2.8,0.7,2.0,5.0,7.6,347,0.429,17.0,321,0.51,0.22,0.07,0.02,12,15,142,0.0,0.33299999999999996,0,0
Supa,ES,6,0.833,8.2,5.8,1.5,6.5,9.4,478,0.7959999999999999,29.9,840,1.51,0.25,0.59,0.12,524,0,-54,0.667,0.0,0,1
Sw3ry,CZ,7,0.28600000000000003,3.2,0.9,3.9,11.4,0.8,245,0.738,6.3,158,3.14,1.65,0.26,0.4,272,-3,-64,0.429,0.429,0,0
Sylvie,KR,8,0.25,2.5,3.3,4.1,6.9,5.6,330,0.677,15.3,417,1.33,0.44,0.26,0.4,-537,-7,-441,0.5,0.0,0,0
Syzyfek,PL,3,0.33299999999999996,2.5,3.7,3.7,5.3,9.2,426,0.691,32.2,826,1.1,0.43,0.22,0.14,-282,-4,-495,0.0,0.0,0,0
Szygenda,DK,4,0.75,5.9,4.3,2.3,9.0,7.3,420,0.625,21.7,655,1.16,0.3,0.31,0.11,522,0,53,0.5,0.25,0,1
Taeyoon,KR,6,0.0,2.0,1.7,2.8,4.0,9.1,381,0.539,28.0,641,1.12,0.42,0.33,0.15,-438,0,0,0.0,0.0,0,0
TakeSet,DK,4,0.5,3.1,5.5,3.5,5.3,8.7,426,0.61,25.2,709,1.26,0.34,0.43,0.07,-619,-16,-665,0.0,0.0,0,0
Taki,VN,6,0.667,3.6,1.5,3.7,11.7,1.0,267,0.7190000000000001,7.0,222,3.4,1.85,0.37,0.58,333,-2,-434,0.667,0.0,0,0
Tangyuan,CN,8,0.5,3.7,2.0,1.9,4.9,9.2,408,0.606,24.6,541,1.43,0.47,0.33,0.23,-69,0,0,0.0,0.0,0,0
Tao,IT,6,0.5,3.6,3.8,3.7,9.5,7.3,390,0.562,21.3,636,0.81,0.36,0.13,0.06,102,-4,440,0.0,0.5,0,3
Targamas,BE,6,0.833,4.9,0.3,2.8,13.7,1.2,264,0.735,5.4,170,3.92,1.75,0.64,0.51,-65,6,-194,0.33299999999999996,0.33299999999999996,0,0
Tarzan,KR,7,0.857,6.8,5.4,2.4,11.0,6.5,392,0.736,16.6,485,1.65,0.42,0.39,0.31,249,0,0,0.0,0.0,0,0
